Buyer,Seller,Transaction_Amount,Date,Time,Security,Price
Charlie,Varun,142501.78,09-08-2025,15:06:21,HDFC,1803.82
David,Ivy,1135764.63,04-06-2025,18:38:10,MSFT,2575.43
Harish,Gauri,940946.6,19-06-2025,16:47:34,SBIN,2767.49
Divya,Varun,137304.56,02-12-2025,23:52:53,MSFT,2367.32
Neha,Farhan,1127333.7,16-11-2025,22:41:06,NFLX,2783.54
Lakshmi,David,762302.8,06-08-2025,13:49:40,META,2865.8
Jaya,Bhavna,10061.75,19-07-2025,20:25:47,NVDA,2012.35
Kiran,Bob,113641.22,08-07-2025,00:37:28,NFLX,1042.58
Frank,Lakshmi,723090.24,15-06-2025,14:01:38,SBIN,2231.76
Farhan,Bhavna,279643.2,08-07-2025,07:33:15,ADANIENT,1013.2
Bhavna,Alice,21976.52,22-06-2025,13:44:42,ICICIBANK,148.49
Rohit,Jaya,1015210.26,11-10-2025,00:43:34,SBIN,2088.91
Neha,Manoj,130709.76,20-10-2025,13:30:23,AMZN,1021.17
Lakshmi,Rohit,441462,12-09-2025,17:33:23,RELIANCE,2102.2
Rohit,Hannah,398720.9,18-06-2025,18:18:06,INFY,1009.42
David,Bhavna,54864.32,16-08-2025,19:52:36,META,279.92
Bhavna,Jaya,699966.69,29-09-2025,06:43:36,GOOGL,1711.41
Jaya,Ivy,21409.8,24-11-2025,19:53:41,NVDA,1070.49
Eve,Harish,24168.4,25-09-2025,13:02:06,GOOGL,163.3
Lakshmi,Bhavna,611538.88,01-08-2025,18:27:56,TSLA,1459.52
Bob,Bhavna,139954.32,05-08-2025,03:17:59,MSFT,706.84
Grace,Frank,115717.88,02-12-2025,21:41:31,TCS,490.33
Neha,Gauri,372172.2,19-11-2025,04:01:22,TCS,2497.8
Varun,Harish,162782.73,21-10-2025,07:42:07,AAPL,786.39
Arjun,Gauri,595168.31,30-11-2025,18:53:39,HDFC,1462.33
Sneha,Kiran,559592.94,03-11-2025,10:28:49,ADANIENT,2042.31
Jack,Bob,273275.6,06-11-2025,02:48:30,TCS,1051.06
Eve,Sneha,133603.44,04-11-2025,13:39:30,GOOGL,268.28
Rohit,Kiran,77049.84,29-07-2025,01:12:26,RELIANCE,1834.52
Arjun,Chetan,837381.75,16-10-2025,02:01:26,SBIN,1970.31
Hannah,Charlie,39985.65,12-09-2025,08:51:00,ICICIBANK,1480.95
Varun,Jack,181080.18,11-10-2025,20:13:22,GOOGL,879.03
Eve,Rohit,23520.78,23-10-2025,15:47:29,HDFC,145.19
Jack,Farhan,544998.3,30-12-2025,05:18:10,META,2359.3
Ivy,Rohit,132624.6,20-09-2025,09:33:18,META,940.6
Bhavna,Neha,168402.52,04-08-2025,03:40:58,ADANIENT,1427.14
David,Hannah,578671.58,23-10-2025,18:41:26,NFLX,1210.61
Jaya,Charlie,544531.68,29-11-2025,10:26:03,SBIN,1375.08
David,Rohit,67534.32,23-10-2025,14:31:50,AAPL,803.98
Gauri,Jack,9678.9,30-06-2025,19:03:19,HDFC,322.63
Divya,Harish,103404.68,10-10-2025,12:44:34,NFLX,1202.38
Arjun,Harish,367770.69,11-12-2025,23:45:41,META,2403.73
David,Grace,1422829.14,09-07-2025,08:56:34,INFY,2976.63
Charlie,Bob,34807.84,21-06-2025,11:54:23,AMZN,255.94
Grace,Varun,75665.06,29-11-2025,10:40:06,NFLX,1304.57
Arjun,Neha,31329.1,03-07-2025,10:13:53,ICICIBANK,569.62
Farhan,Gauri,132210.36,14-08-2025,18:34:59,MSFT,579.87
Lakshmi,Alice,769738.88,04-11-2025,09:46:01,AMZN,1658.92
Charlie,Rohit,302271.27,26-10-2025,21:05:19,GOOGL,1053.21
Lakshmi,Rohit,11378.4,18-09-2025,16:30:19,MSFT,2275.68
Lakshmi,Charlie,119600.43,29-06-2025,06:26:59,TSLA,441.33
Alice,Jaya,216467.73,26-11-2025,10:59:06,SBIN,775.87
Jaya,Harish,86501.75,31-08-2025,12:43:39,TSLA,483.25
Jack,Chetan,432015.9,17-06-2025,10:07:52,GOOGL,2979.42
Farhan,Sneha,1090604.42,22-10-2025,23:58:48,INFY,2185.58
Bhavna,Farhan,533294.42,09-06-2025,13:40:58,MSFT,2492.03
Alice,Farhan,54379.64,25-06-2025,17:19:42,GOOGL,300.44
Alice,David,278466.66,19-06-2025,03:06:05,TSLA,1628.46
Frank,Gauri,5393.25,29-07-2025,00:29:24,AAPL,119.85
Bhavna,Farhan,112648.2,09-06-2025,01:48:01,RELIANCE,2682.1
Hannah,Neha,804284.68,03-12-2025,16:48:47,NFLX,2099.96
Chetan,Gauri,321369.44,19-11-2025,13:56:26,AMZN,819.82
Chetan,Kiran,194569.36,21-11-2025,01:09:09,INFY,1785.04
Gauri,Neha,504498.24,28-06-2025,21:36:09,GOOGL,1167.82
Arjun,Chetan,487088.8,15-08-2025,23:02:19,META,2767.55
Bob,Charlie,292648.26,01-11-2025,11:52:13,ICICIBANK,2567.09
Grace,Varun,404332.76,29-11-2025,01:13:56,RELIANCE,1907.23
Farhan,Frank,50586.06,25-09-2025,03:18:51,RELIANCE,2408.86
Grace,Chetan,451766.28,07-06-2025,05:37:47,ADANIENT,2304.93
Ivy,Lakshmi,289122.44,23-11-2025,00:19:22,INFY,1953.53
Varun,Manoj,82190.24,30-12-2025,14:11:59,AMZN,613.36
Bob,Arjun,81510.8,08-08-2025,04:06:40,AAPL,947.8
Neha,Kiran,140017.44,12-06-2025,01:16:29,MSFT,2745.44
Bob,Kiran,339045.03,06-07-2025,20:26:23,HDFC,758.49
Grace,Chetan,233497.44,01-12-2025,10:30:01,HDFC,2358.56
Frank,Gauri,58827.06,15-11-2025,17:48:50,HDFC,363.13
Charlie,David,827737.2,27-06-2025,13:40:26,AAPL,2670.12
Gauri,Harish,981998.08,05-08-2025,02:49:34,GOOGL,2191.96
Jack,Alice,200642.12,09-08-2025,17:34:05,META,468.79
Charlie,Hannah,14301.42,16-06-2025,10:39:23,NFLX,120.18
Hannah,Charlie,687524.46,13-08-2025,22:03:51,META,2438.03
Frank,Varun,591178.28,21-10-2025,21:49:00,TCS,1919.41
Bhavna,Jaya,473604,06-10-2025,06:47:37,NFLX,1941
Frank,Charlie,951996.2,13-09-2025,05:58:00,AMZN,2651.8
Jaya,Frank,223398.08,18-10-2025,02:16:35,INFY,607.06
Neha,Chetan,131355.5,14-12-2025,01:04:29,NFLX,2264.75
Alice,Rohit,527562.24,18-10-2025,01:07:44,MSFT,2060.79
Grace,Bob,5957.2,12-06-2025,20:47:42,TSLA,112.4
Eve,Manoj,466196.2,16-12-2025,14:58:55,NFLX,1013.47
Neha,Ivy,905100.66,09-12-2025,05:44:14,AAPL,2718.02
Jaya,Ivy,43708,01-10-2025,11:16:40,AAPL,2185.4
Manoj,David,353055.75,01-11-2025,15:28:28,META,1023.35
Harish,Grace,203710.77,01-11-2025,09:25:02,NFLX,984.11
Chetan,Jaya,270179.98,17-07-2025,02:24:46,TCS,2270.42
Ivy,Eve,238475.16,25-07-2025,16:54:16,NVDA,1892.66
Divya,Jack,82737.18,28-07-2025,17:34:09,META,336.33
Jack,Charlie,468480.48,29-08-2025,08:55:53,NVDA,1213.68
Grace,David,44458.72,22-12-2025,06:36:40,SBIN,393.44
Kiran,Farhan,363924,27-11-2025,22:58:53,TCS,808.72
Varun,Jaya,339681,05-07-2025,18:37:35,RELIANCE,2264.54
Divya,Alice,313308.94,23-09-2025,11:43:24,NFLX,721.91
Frank,Grace,444952.2,27-07-2025,05:07:07,GOOGL,2118.82
Bhavna,Charlie,220768.56,04-06-2025,10:29:50,RELIANCE,935.46
Bhavna,Bob,75838.5,30-08-2025,09:56:48,GOOGL,159.66
Hannah,Bhavna,313516.8,17-11-2025,06:07:26,RELIANCE,816.45
Lakshmi,Eve,138387.13,04-12-2025,16:03:54,MSFT,681.71
Varun,Harish,706858.4,17-06-2025,18:40:56,RELIANCE,1457.44
Rohit,David,358967.2,14-06-2025,05:53:08,ADANIENT,763.76
Alice,Chetan,316656.72,10-11-2025,01:00:25,GOOGL,2493.36
Farhan,Jaya,237099.72,15-06-2025,22:15:12,ICICIBANK,1658.04
Jaya,Rohit,77356.8,01-11-2025,11:36:44,ICICIBANK,379.2
Charlie,Bhavna,608357.38,08-06-2025,03:49:42,ICICIBANK,2728.06
Alice,Rohit,104324.22,26-08-2025,03:58:41,NVDA,1337.49
Varun,Manoj,151813.8,13-10-2025,10:43:59,NVDA,733.4
Manoj,Frank,42989.31,18-09-2025,09:59:08,TCS,1482.39
Gauri,Bhavna,56616.56,16-12-2025,13:15:29,INFY,183.82
Varun,Jaya,292468.9,26-11-2025,08:36:48,INFY,1539.31
Neha,Grace,298406.4,02-07-2025,07:02:25,ICICIBANK,1165.65
Grace,Chetan,1408473.04,22-07-2025,13:07:39,NVDA,2851.16
Varun,Lakshmi,25703.46,18-09-2025,21:42:43,GOOGL,475.99
Frank,David,189712,14-11-2025,16:24:41,ICICIBANK,474.28
Ivy,Gauri,5103.68,28-11-2025,22:54:57,SBIN,124.48
Farhan,Neha,25667.64,12-07-2025,03:13:10,META,313.02
Sneha,Charlie,359617.5,06-11-2025,18:58:26,AMZN,2876.94
Charlie,Farhan,442892.16,18-10-2025,18:48:21,INFY,1537.82
Manoj,Kiran,356661.91,15-06-2025,04:16:21,ICICIBANK,763.73
Gauri,Jaya,227369.25,14-09-2025,11:13:55,HDFC,545.25
Gauri,Eve,331639.55,13-11-2025,08:55:52,HDFC,903.65
Grace,Gauri,669654.24,28-07-2025,01:40:27,META,2937.08
Charlie,Bhavna,127615.8,16-08-2025,10:51:23,AMZN,1636.1
Grace,Rohit,473293.26,16-12-2025,09:35:45,TSLA,1265.49
Rohit,Jaya,1040504.4,20-12-2025,09:29:02,INFY,2964.4
Manoj,Bhavna,80277.51,13-12-2025,02:01:57,AAPL,2768.19
Charlie,David,154097.4,28-07-2025,13:31:31,TSLA,650.2
Jaya,Harish,16966.86,26-11-2025,19:31:00,AAPL,204.42
David,Divya,381307.95,20-06-2025,06:51:58,ICICIBANK,796.05
Frank,Grace,74746.28,25-08-2025,11:11:04,HDFC,157.03
Rohit,Varun,828609.6,19-11-2025,04:41:39,MSFT,2466.1
Lakshmi,Hannah,1015176.4,27-08-2025,16:11:13,AMZN,2123.8
Alice,David,396478.14,18-06-2025,23:58:12,ADANIENT,2873.03
Eve,Divya,265454.47,03-11-2025,18:42:45,INFY,2026.37
Eve,David,650874,30-12-2025,05:21:29,META,2324.55
Divya,Sneha,95696.8,24-08-2025,16:59:23,NFLX,2586.4
Jack,Hannah,265644.96,25-08-2025,05:17:59,AAPL,581.28
Frank,Rohit,211435.2,23-09-2025,05:11:30,GOOGL,2349.28
Bob,Alice,266545.62,22-12-2025,15:29:28,TCS,897.46
Jack,Neha,16733.86,10-10-2025,17:37:07,NVDA,1287.22
Gauri,Neha,544854.96,22-09-2025,07:38:47,AMZN,2328.44
Kiran,Grace,659041.5,22-10-2025,08:38:59,MSFT,2027.82
Jack,Arjun,551888.16,24-06-2025,01:24:50,TCS,1774.56
Alice,Bob,655060.5,06-12-2025,17:55:04,INFY,2426.15
Ivy,Charlie,15546.73,24-11-2025,05:19:03,ADANIENT,187.31
Bhavna,Farhan,44079.64,20-07-2025,04:39:44,HDFC,648.23
Harish,Sneha,171449.04,02-09-2025,09:03:19,META,468.44
Chetan,David,46100.22,30-07-2025,22:53:13,SBIN,258.99
Harish,Bob,439191.27,16-12-2025,14:01:51,MSFT,1100.73
Ivy,Neha,11990.25,05-07-2025,07:00:11,AMZN,164.25
Sneha,Gauri,217399.71,04-08-2025,02:13:47,INFY,1040.19
Jaya,Charlie,124536.6,01-09-2025,15:29:09,META,965.4
Harish,Chetan,67591.1,15-06-2025,14:13:28,AMZN,195.35
Lakshmi,Bob,859972.95,18-10-2025,08:03:52,ADANIENT,2123.39
Gauri,Lakshmi,163839.2,13-08-2025,11:48:58,GOOGL,963.76
Ivy,Lakshmi,783532.44,07-06-2025,19:23:35,META,2106.27
Harish,Charlie,242154.24,13-11-2025,09:01:35,TSLA,2124.16
Varun,Lakshmi,586562.1,02-12-2025,18:07:34,ICICIBANK,1700.18
Alice,Sneha,714806.82,14-12-2025,23:40:17,ICICIBANK,2366.91
Sneha,Bhavna,748966.14,12-12-2025,21:00:28,ADANIENT,2847.78
Kiran,Neha,576307.98,18-11-2025,18:48:29,AAPL,2896.02
Charlie,Eve,98550.07,01-06-2025,00:00:15,MSFT,2096.81
Rohit,Kiran,259318.78,22-07-2025,04:44:28,ICICIBANK,1211.77
Frank,Bhavna,3727.57,15-10-2025,12:56:34,TCS,338.87
Manoj,Ivy,236204.28,17-06-2025,13:46:00,NFLX,480.09
Manoj,Jack,230039.38,23-07-2025,07:28:13,NVDA,812.86
Hannah,Frank,68484,26-10-2025,13:38:17,TCS,684.84
Gauri,Lakshmi,490868.8,30-07-2025,16:33:37,NFLX,1018.4
Chetan,Harish,267262.38,15-06-2025,19:03:41,INFY,1349.81
Divya,Sneha,442206,04-07-2025,10:48:58,RELIANCE,930.96
Frank,Harish,19403.02,21-10-2025,03:57:31,AAPL,1492.54
Manoj,Hannah,819836.98,19-11-2025,10:42:56,GOOGL,2123.93
Rohit,Kiran,219697.92,13-08-2025,10:18:22,META,1056.24
Frank,Grace,70434.25,26-11-2025,20:01:24,INFY,2817.37
Divya,Varun,141295.77,16-10-2025,22:33:41,HDFC,1835.01
Manoj,Chetan,363248,25-08-2025,12:04:35,MSFT,908.12
Eve,Arjun,241017.66,10-12-2025,06:11:06,ICICIBANK,1409.46
Varun,Jack,10741.23,24-06-2025,16:41:52,MSFT,467.01
Farhan,Kiran,854681.75,22-10-2025,20:14:37,INFY,2629.79
Bob,Harish,13070.4,06-10-2025,22:05:13,GOOGL,326.76
Manoj,Alice,398476.54,02-08-2025,11:29:51,GOOGL,883.54
Bhavna,Hannah,84827.82,13-08-2025,03:32:20,HDFC,550.83
Kiran,Gauri,959324.38,28-12-2025,04:02:37,TSLA,2585.78
Arjun,Rohit,96524.8,29-11-2025,06:04:56,ICICIBANK,1206.56
Rohit,Divya,714273.9,27-10-2025,13:27:43,TSLA,1559.55
Gauri,Arjun,10662.88,15-07-2025,18:39:42,NVDA,1332.86
Harish,Jaya,177656.34,27-07-2025,13:42:14,ADANIENT,786.09
David,Chetan,507871.6,17-10-2025,22:19:57,INFY,1493.74
Bhavna,Kiran,58338.56,08-12-2025,03:22:46,INFY,130.22
Neha,Arjun,1366.08,07-06-2025,03:52:15,GOOGL,455.36
Lakshmi,David,427921.92,27-10-2025,23:16:17,NVDA,1416.96
Jaya,Manoj,237410.88,07-11-2025,09:38:54,TSLA,706.58
Lakshmi,Jack,272807.08,08-09-2025,23:35:38,NVDA,1830.92
Bob,Kiran,161189.75,28-07-2025,10:49:04,RELIANCE,1661.75
Manoj,Jaya,20190.3,25-12-2025,13:12:18,META,155.31
Lakshmi,Neha,405413.1,31-08-2025,16:41:56,ICICIBANK,1501.53
Jaya,Harish,1189690.11,08-09-2025,07:21:59,SBIN,2697.71
Rohit,Gauri,259888.5,20-12-2025,03:31:59,META,1732.59
Jaya,Harish,73107.06,21-08-2025,07:19:55,AAPL,1282.58
Harish,Divya,130056.99,10-12-2025,16:34:02,AMZN,395.31
Ivy,Arjun,125515.98,17-06-2025,15:58:26,HDFC,774.79
Manoj,Neha,540081,19-08-2025,08:47:12,META,1120.5
Alice,Lakshmi,163502.08,30-08-2025,07:14:43,RELIANCE,1277.36
David,Jack,909180.12,20-07-2025,19:51:44,AAPL,2033.96
Alice,Gauri,303915.16,21-06-2025,22:07:55,AMZN,2186.44
Arjun,Bob,202986.83,09-09-2025,09:57:20,TCS,1030.39
Chetan,Eve,155945.18,27-10-2025,05:47:05,SBIN,1163.77
Alice,Kiran,660516.12,12-12-2025,15:29:31,HDFC,1706.76
Eve,Arjun,403666.95,09-06-2025,12:54:04,META,1137.09
Harish,Divya,1109532.16,17-12-2025,02:34:44,ICICIBANK,2236.96
Charlie,Kiran,100106.2,01-07-2025,07:31:12,HDFC,294.43
Varun,Bhavna,562211.22,15-09-2025,20:49:40,TCS,1475.62
Farhan,Hannah,121809.44,10-12-2025,02:46:59,ADANIENT,444.56
Jack,Chetan,822534.88,11-08-2025,19:02:48,AMZN,2969.44
Arjun,Jack,918599.76,18-08-2025,03:46:12,MSFT,2218.84
Rohit,Hannah,110042.55,05-10-2025,05:42:48,RELIANCE,271.71
Harish,Varun,926094,09-11-2025,12:07:48,RELIANCE,1991.6
Hannah,Gauri,20256,21-06-2025,07:23:27,ADANIENT,422
Jaya,Alice,807862.5,13-07-2025,22:40:39,HDFC,2418.75
David,Varun,1287568.3,06-06-2025,07:54:59,ICICIBANK,2654.78
Varun,Ivy,494294.85,10-11-2025,13:03:34,SBIN,1893.85
Eve,Chetan,55395.75,24-12-2025,06:16:07,TSLA,237.75
Ivy,Hannah,261007.36,02-08-2025,12:06:40,ICICIBANK,1019.56
Varun,Kiran,629728.62,22-10-2025,21:54:15,ICICIBANK,1277.34
Bob,Neha,154991.04,16-06-2025,13:45:26,NVDA,379.88
Bhavna,Manoj,683127.48,13-08-2025,21:27:06,ICICIBANK,1682.58
Varun,Bhavna,245305.11,04-07-2025,18:45:12,RELIANCE,1901.59
Arjun,Eve,678080.9,15-10-2025,23:54:46,MSFT,2338.21
Varun,Eve,8142.09,09-07-2025,06:51:18,META,246.73
Kiran,Frank,817950.38,10-07-2025,14:32:13,MSFT,2613.26
Gauri,Jaya,393958.92,11-10-2025,11:43:13,AMZN,1503.66
Hannah,Divya,54176.22,21-09-2025,19:43:36,RELIANCE,582.54
Bhavna,Divya,193247.6,27-08-2025,10:15:10,ADANIENT,743.26
Farhan,Divya,1239209.64,05-10-2025,04:34:54,META,2835.72
Neha,Farhan,122276,23-11-2025,22:55:13,TSLA,1588
Ivy,Chetan,318650.84,01-07-2025,21:43:34,TSLA,1122.01
Neha,Manoj,578466.4,29-09-2025,00:43:17,ICICIBANK,1522.28
Manoj,Harish,265407.56,13-12-2025,13:09:06,META,1817.86
Jaya,Manoj,480874.02,19-06-2025,01:55:31,NVDA,1236.18
Divya,Ivy,755387.78,06-11-2025,21:07:56,NFLX,1902.74
Arjun,Kiran,604349.34,18-06-2025,10:40:17,HDFC,1392.51
Hannah,Ivy,225784.24,10-07-2025,23:51:28,NVDA,532.51
Hannah,Bhavna,5844.08,24-07-2025,12:37:05,SBIN,2922.04
Lakshmi,Jaya,107205.44,19-09-2025,15:45:36,MSFT,216.14
Chetan,Ivy,310182.41,10-11-2025,12:11:54,ADANIENT,1574.53
David,Grace,86867.66,19-08-2025,09:31:30,SBIN,1424.06
Harish,Bob,151574.94,08-09-2025,21:35:57,TCS,2048.31
Farhan,Frank,33904.68,11-08-2025,12:47:28,HDFC,168.68
Grace,Eve,838152.12,24-08-2025,19:54:25,AMZN,2479.74
Lakshmi,Sneha,883637.15,12-09-2025,18:13:24,NVDA,1814.45
Ivy,Manoj,82549.62,29-06-2025,03:59:52,NVDA,809.31
Ivy,Hannah,645292.83,13-07-2025,03:29:59,SBIN,2363.71
Charlie,Bhavna,31154.76,27-07-2025,12:53:48,META,1483.56
Jaya,Arjun,419246.7,01-06-2025,20:18:14,AMZN,1923.15
Alice,Gauri,635352.69,23-10-2025,05:34:31,ICICIBANK,1315.43
Charlie,Eve,269267.2,27-11-2025,08:16:08,TCS,841.46
David,Eve,144504.39,02-08-2025,21:25:12,MSFT,886.53
Neha,Rohit,311590.4,17-07-2025,19:41:29,GOOGL,1947.44
Sneha,Varun,77786.28,18-09-2025,04:18:57,NVDA,196.43
Grace,Frank,983267.8,10-10-2025,10:06:05,TCS,2369.32
Bhavna,Farhan,48413.56,27-06-2025,21:30:44,NVDA,1862.06
Harish,Frank,94972.38,11-10-2025,11:10:41,AMZN,736.22
Varun,Chetan,472851.06,26-12-2025,05:45:36,RELIANCE,1302.62
Divya,Farhan,1333426.96,08-08-2025,00:40:49,SBIN,2704.72
Gauri,Grace,570636.5,19-12-2025,02:27:19,RELIANCE,2145.25
Ivy,Kiran,262665.48,05-09-2025,16:31:18,AMZN,668.36
Jack,Grace,232062.16,12-09-2025,10:38:31,MSFT,1303.72
Jack,Kiran,976534.4,28-11-2025,18:48:15,TSLA,1980.8
Chetan,Neha,81482.62,14-08-2025,21:46:47,TSLA,539.62
Rohit,Hannah,369402.88,15-08-2025,06:24:08,NFLX,1049.44
Neha,Eve,625418.47,16-07-2025,13:07:20,MSFT,1792.03
Eve,Hannah,49357.35,06-08-2025,08:23:14,AAPL,609.35
Ivy,Chetan,221616.42,03-06-2025,16:53:46,AMZN,2172.71
Harish,Divya,355188.51,18-12-2025,07:42:38,INFY,744.63
Jack,Manoj,476299.2,01-06-2025,11:32:47,META,1167.4
Kiran,Frank,23057.76,09-09-2025,12:05:10,AMZN,1921.48
Varun,Sneha,236176.82,24-11-2025,04:30:20,HDFC,2989.58
Divya,Eve,384665.26,13-06-2025,16:28:08,ADANIENT,2892.22
Ivy,Eve,601798.47,29-11-2025,19:43:54,NFLX,1685.71
Chetan,Rohit,955213.6,20-10-2025,03:33:53,META,2285.2
Eve,Ivy,66031.66,10-06-2025,00:46:11,AAPL,767.81
Harish,Farhan,492962.76,01-07-2025,09:50:59,ADANIENT,2115.72
Manoj,Lakshmi,804736.23,11-12-2025,09:59:52,NFLX,2863.83
Divya,Rohit,449882.11,12-06-2025,21:57:06,META,1043.81
Jaya,Jack,486053.25,12-11-2025,03:52:28,SBIN,1112.25
Neha,Arjun,10065.96,01-12-2025,01:03:39,AMZN,1118.44
Eve,Harish,709225,24-09-2025,06:37:08,AAPL,2579
Grace,Lakshmi,16123.5,24-10-2025,00:35:33,AAPL,1612.35
Varun,Rohit,16023.15,30-06-2025,02:54:15,AAPL,410.85
Grace,Bhavna,130977.6,14-11-2025,10:05:26,META,1679.2
Farhan,Charlie,36127.62,17-09-2025,10:14:51,ADANIENT,1338.06
Sneha,Frank,224037.68,07-12-2025,04:41:56,ADANIENT,708.98
Charlie,Kiran,497044.24,08-09-2025,20:43:27,MSFT,1613.78
Neha,Eve,399729.4,04-09-2025,13:12:54,MSFT,2855.21
Divya,Chetan,691599.36,23-09-2025,21:36:10,TCS,2701.56
Alice,Arjun,75109.72,29-12-2025,19:28:32,SBIN,816.41
Hannah,Chetan,304659.21,09-09-2025,18:39:38,AMZN,617.97
Ivy,Neha,745510.72,15-07-2025,10:49:21,SBIN,1758.28
Kiran,Varun,31574.2,20-06-2025,03:19:14,GOOGL,2255.3
Divya,Eve,460564.8,28-12-2025,14:16:28,NVDA,959.51
Hannah,Arjun,427589.5,03-06-2025,06:11:27,HDFC,1361.75
Sneha,Lakshmi,1278122.56,04-07-2025,20:10:37,GOOGL,2891.68
Ivy,Divya,248826.82,28-09-2025,22:54:05,TSLA,2056.42
Manoj,Chetan,42336.17,20-12-2025,10:11:36,MSFT,168.67
Frank,Ivy,284665.5,11-10-2025,12:12:01,MSFT,903.7
Chetan,Kiran,162298.89,07-12-2025,00:40:50,META,1387.17
Sneha,David,554130,30-08-2025,16:13:22,NVDA,1965
Bhavna,Arjun,984958.25,25-11-2025,01:05:25,NFLX,2790.25
Lakshmi,Bob,1386749.84,09-12-2025,22:03:51,ICICIBANK,2812.88
Lakshmi,Arjun,38220,20-12-2025,10:28:36,META,367.5
Divya,Bhavna,689059.84,03-10-2025,03:33:17,AAPL,2691.64
Alice,Kiran,308240.1,11-12-2025,16:53:44,HDFC,1630.9
Charlie,Harish,224944.86,24-12-2025,05:52:33,NFLX,783.78
Alice,Divya,793068.49,23-12-2025,12:41:32,MSFT,2948.21
Arjun,Ivy,566732.58,11-08-2025,02:32:55,SBIN,2587.82
Neha,Hannah,82218.84,02-10-2025,21:46:23,ADANIENT,1245.74
Frank,Manoj,990803.52,20-09-2025,09:26:33,MSFT,2428.44
Ivy,Frank,1053668.94,29-08-2025,00:56:12,MSFT,2325.98
Charlie,Manoj,443547.28,07-11-2025,10:59:26,META,916.42
Bhavna,Neha,81830.08,02-08-2025,08:35:52,INFY,2557.19
Farhan,Bob,228832.92,27-09-2025,00:18:13,AAPL,747.82
Gauri,Lakshmi,165341.88,17-06-2025,21:49:27,GOOGL,1670.12
Gauri,Harish,262710.36,28-12-2025,10:11:49,NFLX,2653.64
Divya,Eve,211237.6,23-07-2025,08:56:59,RELIANCE,2640.47
David,Kiran,1290691.2,18-07-2025,01:57:21,META,2688.94
Harish,Neha,742699.3,01-10-2025,21:30:02,TCS,2342.9
Ivy,Varun,524601.5,10-07-2025,09:54:42,AAPL,1264.1
Ivy,Varun,123193.77,15-07-2025,03:13:50,MSFT,251.93
David,Alice,897934.35,13-08-2025,07:54:19,AMZN,2017.83
Manoj,Varun,743367.96,08-09-2025,07:24:15,TCS,2031.06
Frank,Chetan,404144,17-09-2025,05:00:45,MSFT,1243.52
Arjun,David,163648.98,08-07-2025,11:27:11,TCS,2479.53
Frank,Farhan,200925.2,26-10-2025,22:36:52,RELIANCE,1376.2
Gauri,Manoj,232881.44,02-06-2025,21:06:50,NVDA,1323.19
Bhavna,Gauri,49154.4,14-11-2025,15:33:38,MSFT,1228.86
Sneha,Charlie,30540.96,21-07-2025,01:04:30,HDFC,1908.81
Gauri,Grace,585231.63,04-08-2025,06:44:09,ADANIENT,1242.53
Jack,David,129314.94,19-11-2025,15:29:41,META,572.19
Neha,Manoj,195167.2,19-08-2025,14:01:12,NVDA,736.48
Gauri,Sneha,275985.9,04-10-2025,06:09:27,RELIANCE,2044.34
Hannah,Lakshmi,825793.5,08-07-2025,13:52:37,ICICIBANK,2663.85
David,Gauri,50280.57,18-07-2025,02:01:14,SBIN,948.69
Jaya,David,307261.5,27-11-2025,14:51:12,ADANIENT,1688.25
Jack,Grace,48861.2,12-12-2025,21:32:12,TSLA,103.96
Alice,Jaya,30314.16,25-11-2025,15:32:08,ICICIBANK,213.48
Neha,Eve,154808.94,03-10-2025,14:16:13,GOOGL,360.86
David,Kiran,1142757.88,08-06-2025,16:37:30,TSLA,2361.07
Manoj,Divya,1235006,07-12-2025,09:55:23,META,2912.75
Alice,Arjun,133165.5,25-11-2025,04:05:32,RELIANCE,1707.25
Jaya,Farhan,68953.8,25-07-2025,13:24:16,ADANIENT,560.6
Rohit,Gauri,940988.2,05-07-2025,04:44:29,RELIANCE,2808.92
David,Alice,46453.65,19-08-2025,19:02:09,NFLX,106.79
Grace,Gauri,215889,01-09-2025,09:18:50,NVDA,2878.52
Grace,Sneha,1269670.5,05-09-2025,07:40:17,INFY,2987.46
Farhan,Neha,587133.12,27-11-2025,13:43:14,MSFT,1790.04
Bhavna,Varun,508369.5,09-12-2025,13:22:20,TSLA,1882.85
Varun,Frank,38863,08-07-2025,20:58:21,HDFC,176.65
Alice,Ivy,201567.16,06-12-2025,17:22:06,ADANIENT,2428.52
Hannah,Bob,367967.16,14-06-2025,19:51:33,INFY,2787.63
Chetan,Grace,496019.7,10-06-2025,00:36:00,ICICIBANK,1837.11
Varun,Frank,58608.9,06-11-2025,00:04:48,TCS,398.7
Arjun,Alice,28907.84,16-06-2025,03:23:51,TCS,1806.74
Arjun,Jack,332553.49,22-09-2025,23:53:57,TCS,1379.89
Hannah,Harish,18075.96,11-08-2025,12:01:41,MSFT,669.48
Rohit,Harish,418906.14,16-06-2025,20:44:50,TSLA,1254.21
Ivy,Lakshmi,436635.32,15-12-2025,22:17:38,TCS,1140.04
Sneha,Bob,8527.2,21-12-2025,12:43:27,HDFC,250.8
Eve,Farhan,264693.5,09-07-2025,10:21:57,NFLX,853.85
Ivy,Hannah,1116107.85,16-06-2025,07:43:12,HDFC,2601.65
Chetan,Divya,117006.3,23-11-2025,06:01:56,ADANIENT,806.94
Kiran,Alice,235001.88,06-08-2025,01:54:28,NFLX,767.98
